user_id,registration_date,country,device_type,days_since_registration,user_segment
1095,2025-05-10,Russia,Ios,295,Ios_Russia
1096,2025-06-06,Belarus,Ios,268,Ios_Belarus
1097,2025-05-14,Kazakhstan,Android,291,Android_Kazakhstan
1098,2025-02-22,Russia,Ios,372,Ios_Russia
1099,2025-12-11,Kazakhstan,Android,80,Android_Kazakhstan
1100,2025-01-16,Belarus,Android,409,Android_Belarus
1101,2025-05-26,Belarus,Android,279,Android_Belarus
1102,2025-08-24,Belarus,Android,189,Android_Belarus
1103,2025-09-10,Russia,Ios,172,Ios_Russia
1104,2025-09-20,Belarus,Ios,162,Ios_Belarus
1105,2025-09-03,Belarus,Ios,179,Ios_Belarus
1106,2025-07-26,Russia,Ios,218,Ios_Russia
1107,2025-06-19,Kazakhstan,Ios,255,Ios_Kazakhstan
1108,2025-08-29,Belarus,Ios,184,Ios_Belarus
1109,2025-01-16,Kazakhstan,Ios,409,Ios_Kazakhstan
1110,2025-11-20,Russia,Ios,101,Ios_Russia
1111,2025-12-25,Kazakhstan,Ios,66,Ios_Kazakhstan
1112,2025-11-08,Belarus,Ios,113,Ios_Belarus
1113,2025-01-01,Russia,Android,424,Android_Russia
1114,2025-02-14,Belarus,Ios,380,Ios_Belarus
1115,2025-09-21,Kazakhstan,Android,161,Android_Kazakhstan
1116,2025-01-03,Belarus,Ios,422,Ios_Belarus
1117,2025-04-26,Belarus,Android,309,Android_Belarus
1118,2025-09-10,Belarus,Android,172,Android_Belarus
1119,2025-10-06,Russia,Ios,146,Ios_Russia
1120,2025-01-20,Kazakhstan,Ios,405,Ios_Kazakhstan
1121,2025-06-17,Belarus,Android,257,Android_Belarus
1122,2025-04-15,Russia,Ios,320,Ios_Russia
1123,2025-03-16,Russia,Ios,350,Ios_Russia
1124,2025-07-23,Belarus,Android,221,Android_Belarus
1125,2025-09-10,Russia,Android,172,Android_Russia
1126,2025-02-05,Kazakhstan,Android,389,Android_Kazakhstan
1127,2025-02-26,Belarus,Ios,368,Ios_Belarus
1128,2025-11-10,Belarus,Android,111,Android_Belarus
1129,2025-02-08,Belarus,Ios,386,Ios_Belarus
1130,2025-10-08,Russia,Ios,144,Ios_Russia
1131,2025-09-18,Kazakhstan,Android,164,Android_Kazakhstan
1132,2025-06-26,Kazakhstan,Ios,248,Ios_Kazakhstan
1133,2025-09-23,Russia,Ios,159,Ios_Russia
1134,2025-02-25,Russia,Android,369,Android_Russia
1135,2025-08-03,Belarus,Ios,210,Ios_Belarus
1136,2025-10-11,Russia,Ios,141,Ios_Russia
1137,2025-06-04,Russia,Ios,270,Ios_Russia
1138,2025-11-06,Kazakhstan,Ios,115,Ios_Kazakhstan
1139,2025-08-23,Kazakhstan,Android,190,Android_Kazakhstan
1140,2025-11-08,Belarus,Android,113,Android_Belarus
1141,2025-06-19,Kazakhstan,Ios,255,Ios_Kazakhstan
1142,2025-01-21,Belarus,Ios,404,Ios_Belarus
1143,2025-05-29,Russia,Android,276,Android_Russia
1144,2025-06-17,Kazakhstan,Android,257,Android_Kazakhstan
1145,2025-01-05,Russia,Ios,420,Ios_Russia
1146,2025-03-01,Belarus,Ios,365,Ios_Belarus
1147,2025-12-14,Kazakhstan,Android,77,Android_Kazakhstan
1148,2025-01-20,Belarus,Android,405,Android_Belarus
1149,2025-02-23,Kazakhstan,Android,371,Android_Kazakhstan
1150,2025-06-25,Russia,Ios,249,Ios_Russia
1151,2025-05-17,Kazakhstan,Ios,288,Ios_Kazakhstan
1152,2025-12-04,Kazakhstan,Ios,87,Ios_Kazakhstan
1153,2025-01-08,Kazakhstan,Ios,417,Ios_Kazakhstan
1154,2025-09-22,Belarus,Android,160,Android_Belarus
1155,2025-10-02,Kazakhstan,Android,150,Android_Kazakhstan
1156,2025-07-18,Belarus,Ios,226,Ios_Belarus
1157,2025-08-11,Russia,Ios,202,Ios_Russia
1158,2025-12-02,Belarus,Android,89,Android_Belarus
1159,2025-06-07,Russia,Android,267,Android_Russia
1160,2025-04-11,Kazakhstan,Ios,324,Ios_Kazakhstan
1161,2025-05-02,Belarus,Ios,303,Ios_Belarus
1162,2025-12-12,Belarus,Android,79,Android_Belarus
1163,2025-05-28,Kazakhstan,Android,277,Android_Kazakhstan
1164,2025-05-09,Kazakhstan,Ios,296,Ios_Kazakhstan
1165,2025-11-28,Russia,Android,93,Android_Russia
1166,2025-02-12,Kazakhstan,Android,382,Android_Kazakhstan
1167,2025-07-05,Kazakhstan,Ios,239,Ios_Kazakhstan
1168,2025-08-18,Kazakhstan,Ios,195,Ios_Kazakhstan
1169,2025-07-10,Kazakhstan,Ios,234,Ios_Kazakhstan
1170,2025-08-14,Kazakhstan,Ios,199,Ios_Kazakhstan
1171,2025-05-04,Kazakhstan,Android,301,Android_Kazakhstan
1172,2025-04-03,Belarus,Android,332,Android_Belarus
1173,2025-09-05,Russia,Android,177,Android_Russia
1174,2025-08-31,Russia,Ios,182,Ios_Russia
1175,2025-09-09,Russia,Android,173,Android_Russia
1176,2025-12-14,Russia,Android,77,Android_Russia
1177,2025-05-15,Belarus,Ios,290,Ios_Belarus
1178,2025-03-20,Kazakhstan,Android,346,Android_Kazakhstan
1179,2025-05-14,Russia,Ios,291,Ios_Russia
1180,2025-11-24,Belarus,Ios,97,Ios_Belarus
1181,2025-10-07,Kazakhstan,Android,145,Android_Kazakhstan
1182,2025-11-22,Belarus,Android,99,Android_Belarus
1183,2025-12-10,Kazakhstan,Ios,81,Ios_Kazakhstan
1184,2025-09-16,Belarus,Ios,166,Ios_Belarus
1185,2025-09-18,Belarus,Android,164,Android_Belarus
1186,2025-12-06,Kazakhstan,Android,85,Android_Kazakhstan
1187,2025-02-08,Kazakhstan,Android,386,Android_Kazakhstan
1188,2025-11-21,Russia,Android,100,Android_Russia
1189,2025-09-14,Belarus,Ios,168,Ios_Belarus
1190,2025-11-17,Kazakhstan,Ios,104,Ios_Kazakhstan
1191,2025-11-08,Kazakhstan,Android,113,Android_Kazakhstan
1192,2025-09-11,Russia,Ios,171,Ios_Russia
1193,2025-07-08,Kazakhstan,Android,236,Android_Kazakhstan
1194,2025-01-22,Russia,Ios,403,Ios_Russia
1195,2025-05-07,Kazakhstan,Ios,298,Ios_Kazakhstan
1196,2025-02-06,Russia,Ios,388,Ios_Russia
1197,2025-06-20,Belarus,Android,254,Android_Belarus
1198,2025-10-29,Belarus,Ios,123,Ios_Belarus
1199,2025-06-29,Belarus,Ios,245,Ios_Belarus
1200,2025-11-07,Belarus,Ios,114,Ios_Belarus
1201,2025-10-31,Russia,Ios,121,Ios_Russia
1202,2025-07-31,Kazakhstan,Ios,213,Ios_Kazakhstan
1203,2025-01-12,Kazakhstan,Ios,413,Ios_Kazakhstan
1204,2025-12-06,Russia,Android,85,Android_Russia
1205,2025-05-28,Russia,Ios,277,Ios_Russia
1206,2025-10-17,Russia,Android,135,Android_Russia
1207,2025-02-06,Belarus,Ios,388,Ios_Belarus
1208,2025-08-23,Kazakhstan,Ios,190,Ios_Kazakhstan
1209,2025-10-10,Russia,Ios,142,Ios_Russia
1210,2025-08-09,Russia,Android,204,Android_Russia
1211,2025-02-17,Belarus,Android,377,Android_Belarus
1212,2025-03-29,Russia,Ios,337,Ios_Russia
1213,2025-04-23,Russia,Ios,312,Ios_Russia
1214,2025-05-15,Belarus,Android,290,Android_Belarus
1215,2025-09-27,Belarus,Android,155,Android_Belarus
1216,2025-05-29,Russia,Android,276,Android_Russia
1217,2025-04-13,Russia,Android,322,Android_Russia
1218,2025-02-15,Belarus,Android,379,Android_Belarus
1219,2025-09-23,Kazakhstan,Android,159,Android_Kazakhstan
1220,2025-07-07,Russia,Ios,237,Ios_Russia
1221,2025-07-16,Kazakhstan,Ios,228,Ios_Kazakhstan
1222,2025-07-11,Belarus,Android,233,Android_Belarus
1223,2025-05-17,Russia,Android,288,Android_Russia
1224,2025-01-28,Belarus,Ios,397,Ios_Belarus
1225,2025-03-18,Kazakhstan,Android,348,Android_Kazakhstan
1226,2025-06-13,Kazakhstan,Ios,261,Ios_Kazakhstan
1227,2025-03-14,Belarus,Ios,352,Ios_Belarus
1228,2025-07-04,Belarus,Android,240,Android_Belarus
1229,2025-07-21,Belarus,Ios,223,Ios_Belarus
1230,2025-12-06,Russia,Ios,85,Ios_Russia
1231,2025-03-27,Russia,Android,339,Android_Russia
1232,2025-04-07,Russia,Android,328,Android_Russia
1233,2025-04-18,Belarus,Ios,317,Ios_Belarus
1234,2025-11-15,Russia,Ios,106,Ios_Russia
1235,2025-05-25,Kazakhstan,Android,280,Android_Kazakhstan
1236,2025-08-29,Belarus,Android,184,Android_Belarus
1237,2025-04-01,Belarus,Android,334,Android_Belarus
1238,2025-12-02,Belarus,Android,89,Android_Belarus
1239,2025-04-21,Belarus,Android,314,Android_Belarus
1240,2025-03-09,Belarus,Ios,357,Ios_Belarus
1241,2025-05-05,Belarus,Android,300,Android_Belarus
1242,2025-02-08,Kazakhstan,Android,386,Android_Kazakhstan
1243,2025-01-24,Russia,Android,401,Android_Russia
1244,2025-01-10,Kazakhstan,Ios,415,Ios_Kazakhstan
1245,2025-03-15,Kazakhstan,Android,351,Android_Kazakhstan
1246,2025-12-17,Russia,Android,74,Android_Russia
1247,2025-05-15,Kazakhstan,Android,290,Android_Kazakhstan
1248,2025-06-14,Russia,Ios,260,Ios_Russia
1249,2025-04-23,Russia,Ios,312,Ios_Russia
1250,2025-08-01,Kazakhstan,Android,212,Android_Kazakhstan
1251,2025-05-20,Russia,Ios,285,Ios_Russia
1252,2025-03-11,Belarus,Android,355,Android_Belarus
1253,2025-03-11,Russia,Ios,355,Ios_Russia
1254,2025-10-05,Belarus,Ios,147,Ios_Belarus
1255,2025-03-13,Kazakhstan,Android,353,Android_Kazakhstan
1256,2025-03-25,Kazakhstan,Android,341,Android_Kazakhstan
1257,2025-04-13,Kazakhstan,Ios,322,Ios_Kazakhstan
1258,2025-08-21,Kazakhstan,Ios,192,Ios_Kazakhstan
1259,2025-10-24,Belarus,Ios,128,Ios_Belarus
1260,2025-09-26,Belarus,Ios,156,Ios_Belarus
1261,2025-11-02,Belarus,Android,119,Android_Belarus
1262,2025-09-17,Russia,Ios,165,Ios_Russia
1263,2025-05-27,Kazakhstan,Ios,278,Ios_Kazakhstan
1264,2025-07-19,Belarus,Android,225,Android_Belarus
1265,2025-11-13,Kazakhstan,Android,108,Android_Kazakhstan
1266,2025-07-16,Belarus,Ios,228,Ios_Belarus
1267,2025-10-05,Russia,Ios,147,Ios_Russia
1268,2025-02-05,Russia,Android,389,Android_Russia
1269,2025-02-09,Kazakhstan,Ios,385,Ios_Kazakhstan
1270,2025-09-29,Belarus,Android,153,Android_Belarus
1271,2025-02-24,Belarus,Ios,370,Ios_Belarus
1272,2025-02-05,Kazakhstan,Ios,389,Ios_Kazakhstan
1273,2025-09-09,Kazakhstan,Ios,173,Ios_Kazakhstan
1274,2025-11-20,Russia,Android,101,Android_Russia
1275,2025-08-02,Kazakhstan,Android,211,Android_Kazakhstan
1276,2025-04-24,Belarus,Ios,311,Ios_Belarus
1277,2025-11-18,Russia,Ios,103,Ios_Russia
1278,2025-08-17,Belarus,Ios,196,Ios_Belarus
1279,2025-08-02,Kazakhstan,Android,211,Android_Kazakhstan
1280,2025-07-07,Kazakhstan,Ios,237,Ios_Kazakhstan
1281,2025-03-04,Belarus,Ios,362,Ios_Belarus
1282,2025-07-30,Kazakhstan,Ios,214,Ios_Kazakhstan
1283,2025-12-31,Kazakhstan,Android,60,Android_Kazakhstan
1284,2025-12-30,Kazakhstan,Android,61,Android_Kazakhstan
1285,2025-02-24,Belarus,Android,370,Android_Belarus
1286,2025-12-22,Kazakhstan,Ios,69,Ios_Kazakhstan
1287,2025-09-01,Kazakhstan,Ios,181,Ios_Kazakhstan
1288,2025-06-12,Russia,Ios,262,Ios_Russia
1289,2025-02-12,Russia,Ios,382,Ios_Russia
1290,2025-07-05,Russia,Android,239,Android_Russia
1291,2025-06-10,Belarus,Ios,264,Ios_Belarus
1292,2025-10-27,Belarus,Ios,125,Ios_Belarus
1293,2025-03-08,Belarus,Android,358,Android_Belarus
1294,2025-05-02,Russia,Android,303,Android_Russia
1295,2025-11-19,Belarus,Ios,102,Ios_Belarus
1296,2025-04-06,Russia,Android,329,Android_Russia
1297,2025-11-26,Kazakhstan,Android,95,Android_Kazakhstan
1298,2025-08-22,Russia,Ios,191,Ios_Russia
1299,2025-04-28,Kazakhstan,Ios,307,Ios_Kazakhstan
1300,2025-10-13,Kazakhstan,Android,139,Android_Kazakhstan
1301,2025-10-04,Russia,Ios,148,Ios_Russia
1302,2025-07-11,Kazakhstan,Android,233,Android_Kazakhstan
1303,2025-11-27,Belarus,Android,94,Android_Belarus
1304,2025-01-08,Kazakhstan,Ios,417,Ios_Kazakhstan
1305,2025-10-14,Russia,Ios,138,Ios_Russia
1306,2025-12-23,Kazakhstan,Ios,68,Ios_Kazakhstan
1307,2025-10-29,Russia,Ios,123,Ios_Russia
1308,2025-01-28,Belarus,Android,397,Android_Belarus
1309,2025-08-27,Belarus,Ios,186,Ios_Belarus
1310,2025-07-01,Russia,Ios,243,Ios_Russia
1311,2025-10-28,Kazakhstan,Android,124,Android_Kazakhstan
1312,2025-10-10,Belarus,Android,142,Android_Belarus
1313,2025-03-27,Russia,Ios,339,Ios_Russia
1314,2025-03-25,Russia,Android,341,Android_Russia
1315,2025-08-05,Kazakhstan,Ios,208,Ios_Kazakhstan
1316,2025-09-08,Belarus,Ios,174,Ios_Belarus
1317,2025-10-19,Belarus,Android,133,Android_Belarus
1318,2025-10-24,Kazakhstan,Ios,128,Ios_Kazakhstan
1319,2025-09-24,Russia,Android,158,Android_Russia
1320,2025-02-14,Russia,Ios,380,Ios_Russia
1321,2025-10-12,Russia,Android,140,Android_Russia
1322,2025-05-14,Kazakhstan,Android,291,Android_Kazakhstan
1323,2025-08-31,Belarus,Ios,182,Ios_Belarus
1324,2025-05-26,Belarus,Ios,279,Ios_Belarus
1325,2025-09-20,Belarus,Android,162,Android_Belarus
1326,2025-05-02,Kazakhstan,Android,303,Android_Kazakhstan
1327,2025-08-18,Belarus,Android,195,Android_Belarus
1328,2025-07-22,Belarus,Ios,222,Ios_Belarus
1329,2025-10-21,Kazakhstan,Android,131,Android_Kazakhstan
1330,2025-05-09,Belarus,Ios,296,Ios_Belarus
1331,2025-07-02,Belarus,Android,242,Android_Belarus
1332,2025-01-25,Belarus,Ios,400,Ios_Belarus
1333,2025-05-13,Russia,Ios,292,Ios_Russia
1334,2025-06-21,Kazakhstan,Ios,253,Ios_Kazakhstan
1335,2025-07-11,Russia,Android,233,Android_Russia
1336,2025-05-11,Kazakhstan,Ios,294,Ios_Kazakhstan
1337,2025-01-31,Belarus,Ios,394,Ios_Belarus
1338,2025-12-17,Kazakhstan,Android,74,Android_Kazakhstan
1339,2025-03-27,Russia,Ios,339,Ios_Russia
1340,2025-11-15,Kazakhstan,Ios,106,Ios_Kazakhstan
1341,2025-08-01,Kazakhstan,Ios,212,Ios_Kazakhstan
1342,2025-09-01,Belarus,Android,181,Android_Belarus
1343,2025-09-16,Belarus,Ios,166,Ios_Belarus
1344,2025-03-10,Russia,Android,356,Android_Russia
1345,2025-06-17,Russia,Android,257,Android_Russia
1346,2025-12-27,Russia,Ios,64,Ios_Russia
1347,2025-02-09,Kazakhstan,Ios,385,Ios_Kazakhstan
1348,2025-12-05,Russia,Android,86,Android_Russia
1349,2025-02-08,Belarus,Ios,386,Ios_Belarus
1350,2025-12-04,Kazakhstan,Android,87,Android_Kazakhstan
1351,2025-12-05,Kazakhstan,Android,86,Android_Kazakhstan
1352,2025-11-02,Kazakhstan,Ios,119,Ios_Kazakhstan
1353,2025-05-15,Belarus,Ios,290,Ios_Belarus
1354,2025-05-30,Belarus,Ios,275,Ios_Belarus
1355,2025-05-26,Kazakhstan,Ios,279,Ios_Kazakhstan
1356,2025-03-09,Kazakhstan,Ios,357,Ios_Kazakhstan
1357,2025-09-25,Russia,Ios,157,Ios_Russia
1358,2025-07-31,Kazakhstan,Ios,213,Ios_Kazakhstan
1359,2025-04-28,Belarus,Ios,307,Ios_Belarus
1360,2025-01-27,Kazakhstan,Ios,398,Ios_Kazakhstan
1361,2025-01-22,Russia,Android,403,Android_Russia
1362,2025-11-08,Kazakhstan,Android,113,Android_Kazakhstan
1363,2025-08-04,Kazakhstan,Android,209,Android_Kazakhstan
1364,2025-01-24,Belarus,Android,401,Android_Belarus
1365,2025-12-26,Belarus,Android,65,Android_Belarus
1366,2025-04-18,Belarus,Ios,317,Ios_Belarus
1367,2025-02-08,Kazakhstan,Ios,386,Ios_Kazakhstan
1368,2025-10-19,Russia,Android,133,Android_Russia
1369,2025-03-14,Kazakhstan,Android,352,Android_Kazakhstan
1370,2025-02-18,Kazakhstan,Android,376,Android_Kazakhstan
1371,2025-01-09,Kazakhstan,Ios,416,Ios_Kazakhstan
1372,2025-03-18,Russia,Ios,348,Ios_Russia
1373,2025-08-21,Kazakhstan,Ios,192,Ios_Kazakhstan
1374,2025-11-15,Russia,Android,106,Android_Russia
1375,2025-11-22,Belarus,Android,99,Android_Belarus
1376,2025-10-23,Belarus,Ios,129,Ios_Belarus
1377,2025-02-20,Kazakhstan,Ios,374,Ios_Kazakhstan
1378,2025-09-08,Belarus,Ios,174,Ios_Belarus
1379,2025-10-19,Belarus,Ios,133,Ios_Belarus
1380,2025-12-28,Russia,Android,63,Android_Russia
1381,2025-04-13,Kazakhstan,Ios,322,Ios_Kazakhstan
1382,2025-04-04,Russia,Ios,331,Ios_Russia
1383,2025-09-27,Belarus,Android,155,Android_Belarus
1384,2025-07-09,Kazakhstan,Ios,235,Ios_Kazakhstan
1385,2025-05-10,Belarus,Ios,295,Ios_Belarus
1386,2025-08-14,Kazakhstan,Ios,199,Ios_Kazakhstan
1387,2025-03-04,Russia,Android,362,Android_Russia
1388,2025-03-24,Russia,Ios,342,Ios_Russia
1389,2025-11-25,Kazakhstan,Ios,96,Ios_Kazakhstan
1390,2025-11-02,Belarus,Android,119,Android_Belarus
1391,2025-08-19,Russia,Ios,194,Ios_Russia
1392,2025-11-22,Belarus,Android,99,Android_Belarus
1393,2025-06-30,Kazakhstan,Android,244,Android_Kazakhstan
1394,2025-07-09,Kazakhstan,Ios,235,Ios_Kazakhstan
1395,2025-12-29,Belarus,Ios,62,Ios_Belarus
1396,2025-01-03,Belarus,Ios,422,Ios_Belarus
1397,2025-08-26,Belarus,Android,187,Android_Belarus
1398,2025-07-29,Russia,Ios,215,Ios_Russia
1399,2025-03-10,Kazakhstan,Ios,356,Ios_Kazakhstan
1400,2025-07-25,Russia,Android,219,Android_Russia
1401,2025-09-07,Belarus,Android,175,Android_Belarus
1402,2025-01-14,Kazakhstan,Ios,411,Ios_Kazakhstan
1403,2025-10-16,Russia,Android,136,Android_Russia
1404,2025-02-13,Russia,Ios,381,Ios_Russia
1405,2025-02-16,Kazakhstan,Android,378,Android_Kazakhstan
1406,2025-01-03,Belarus,Android,422,Android_Belarus
1407,2025-03-08,Russia,Android,358,Android_Russia
1408,2025-02-27,Belarus,Android,367,Android_Belarus
1409,2025-08-03,Belarus,Android,210,Android_Belarus
1410,2025-08-05,Kazakhstan,Ios,208,Ios_Kazakhstan
1411,2025-04-11,Russia,Android,324,Android_Russia
1412,2025-10-04,Kazakhstan,Ios,148,Ios_Kazakhstan
1413,2025-05-25,Russia,Android,280,Android_Russia
1414,2025-12-17,Kazakhstan,Ios,74,Ios_Kazakhstan
1415,2025-10-16,Kazakhstan,Ios,136,Ios_Kazakhstan
1416,2025-10-03,Belarus,Ios,149,Ios_Belarus
1417,2025-07-26,Belarus,Ios,218,Ios_Belarus
1418,2025-04-25,Belarus,Ios,310,Ios_Belarus
1419,2025-08-01,Kazakhstan,Ios,212,Ios_Kazakhstan
1420,2025-02-01,Belarus,Android,393,Android_Belarus
1421,2025-05-01,Belarus,Ios,304,Ios_Belarus
1422,2025-02-17,Russia,Ios,377,Ios_Russia
1423,2025-08-22,Belarus,Ios,191,Ios_Belarus
1424,2025-08-26,Belarus,Android,187,Android_Belarus
1425,2025-04-16,Russia,Ios,319,Ios_Russia
1426,2025-08-15,Belarus,Android,198,Android_Belarus
1427,2025-03-07,Kazakhstan,Ios,359,Ios_Kazakhstan
1428,2025-06-24,Kazakhstan,Android,250,Android_Kazakhstan
1429,2025-08-18,Belarus,Ios,195,Ios_Belarus
1430,2025-08-27,Belarus,Android,186,Android_Belarus
1431,2025-04-24,Kazakhstan,Android,311,Android_Kazakhstan
1432,2025-09-18,Belarus,Android,164,Android_Belarus
1433,2025-11-11,Belarus,Ios,110,Ios_Belarus
1434,2025-10-16,Russia,Ios,136,Ios_Russia
1435,2025-02-18,Belarus,Ios,376,Ios_Belarus
1436,2025-12-02,Kazakhstan,Android,89,Android_Kazakhstan
1437,2025-07-19,Belarus,Ios,225,Ios_Belarus
1438,2025-06-24,Belarus,Ios,250,Ios_Belarus
1439,2025-04-03,Russia,Android,332,Android_Russia
1440,2025-04-22,Belarus,Android,313,Android_Belarus
1441,2025-11-09,Belarus,Ios,112,Ios_Belarus
1442,2025-12-16,Kazakhstan,Ios,75,Ios_Kazakhstan
1443,2025-12-01,Belarus,Android,90,Android_Belarus
1444,2025-02-21,Russia,Ios,373,Ios_Russia
1445,2025-02-16,Belarus,Android,378,Android_Belarus
1446,2025-07-21,Belarus,Ios,223,Ios_Belarus
1447,2025-11-14,Kazakhstan,Ios,107,Ios_Kazakhstan
1448,2025-09-07,Kazakhstan,Ios,175,Ios_Kazakhstan
1449,2025-10-24,Belarus,Android,128,Android_Belarus
1450,2025-08-08,Kazakhstan,Android,205,Android_Kazakhstan
1451,2025-07-29,Belarus,Android,215,Android_Belarus
1452,2025-12-01,Kazakhstan,Android,90,Android_Kazakhstan
1453,2025-09-17,Kazakhstan,Android,165,Android_Kazakhstan
1454,2025-11-07,Russia,Ios,114,Ios_Russia
1455,2025-09-18,Kazakhstan,Android,164,Android_Kazakhstan
1456,2025-04-13,Russia,Ios,322,Ios_Russia
1457,2025-03-15,Belarus,Android,351,Android_Belarus
1458,2025-11-01,Russia,Android,120,Android_Russia
1459,2025-01-22,Kazakhstan,Android,403,Android_Kazakhstan
1460,2025-02-08,Kazakhstan,Android,386,Android_Kazakhstan
1461,2025-08-06,Russia,Ios,207,Ios_Russia
1462,2025-09-02,Kazakhstan,Android,180,Android_Kazakhstan
1463,2025-01-30,Russia,Android,395,Android_Russia
1464,2025-02-06,Kazakhstan,Ios,388,Ios_Kazakhstan
1465,2025-07-13,Russia,Android,231,Android_Russia
1466,2025-12-30,Kazakhstan,Android,61,Android_Kazakhstan
1467,2025-09-14,Kazakhstan,Android,168,Android_Kazakhstan
1468,2025-11-01,Belarus,Ios,120,Ios_Belarus
1469,2025-09-03,Belarus,Ios,179,Ios_Belarus
1470,2025-08-17,Kazakhstan,Ios,196,Ios_Kazakhstan
1471,2025-07-12,Belarus,Android,232,Android_Belarus
1472,2025-10-03,Kazakhstan,Android,149,Android_Kazakhstan
1473,2025-06-25,Kazakhstan,Ios,249,Ios_Kazakhstan
1474,2025-09-17,Kazakhstan,Android,165,Android_Kazakhstan
1475,2025-08-30,Russia,Ios,183,Ios_Russia
1476,2025-05-16,Kazakhstan,Ios,289,Ios_Kazakhstan
1477,2025-04-03,Belarus,Android,332,Android_Belarus
1478,2025-05-05,Belarus,Android,300,Android_Belarus
1479,2025-08-31,Russia,Ios,182,Ios_Russia
1480,2025-05-21,Russia,Android,284,Android_Russia
1481,2025-05-28,Kazakhstan,Android,277,Android_Kazakhstan
1482,2025-04-21,Kazakhstan,Ios,314,Ios_Kazakhstan
1483,2025-03-11,Russia,Android,355,Android_Russia
1484,2025-10-19,Belarus,Android,133,Android_Belarus
1485,2025-02-07,Belarus,Ios,387,Ios_Belarus
1486,2025-05-28,Russia,Android,277,Android_Russia
1487,2025-10-17,Belarus,Android,135,Android_Belarus
1488,2025-09-11,Russia,Android,171,Android_Russia
1489,2025-08-03,Russia,Ios,210,Ios_Russia
1490,2025-08-16,Russia,Ios,197,Ios_Russia
1491,2025-08-10,Russia,Ios,203,Ios_Russia
1492,2025-12-24,Russia,Ios,67,Ios_Russia
1493,2025-08-19,Belarus,Android,194,Android_Belarus
1494,2025-04-02,Kazakhstan,Ios,333,Ios_Kazakhstan
1495,2025-02-19,Russia,Ios,375,Ios_Russia
1496,2025-02-11,Belarus,Ios,383,Ios_Belarus
1497,2025-01-25,Russia,Android,400,Android_Russia
1498,2025-06-21,Russia,Ios,253,Ios_Russia
1499,2025-12-01,Russia,Ios,90,Ios_Russia
1500,2025-07-18,Russia,Android,226,Android_Russia
1501,2025-01-25,Russia,Android,400,Android_Russia
1502,2025-10-26,Kazakhstan,Ios,126,Ios_Kazakhstan
1503,2025-10-14,Kazakhstan,Android,138,Android_Kazakhstan
1504,2025-02-20,Belarus,Ios,374,Ios_Belarus
1505,2025-09-13,Russia,Android,169,Android_Russia
1506,2025-08-03,Belarus,Ios,210,Ios_Belarus
1507,2025-11-29,Belarus,Ios,92,Ios_Belarus
1508,2025-05-03,Belarus,Android,302,Android_Belarus
1509,2025-05-10,Russia,Android,295,Android_Russia
1510,2025-06-30,Belarus,Ios,244,Ios_Belarus
1511,2025-08-19,Belarus,Android,194,Android_Belarus
1512,2025-12-17,Belarus,Ios,74,Ios_Belarus
1513,2025-09-27,Belarus,Android,155,Android_Belarus
1514,2025-11-15,Russia,Android,106,Android_Russia
1515,2025-10-06,Kazakhstan,Android,146,Android_Kazakhstan
1516,2025-06-07,Kazakhstan,Android,267,Android_Kazakhstan
1517,2025-07-17,Russia,Android,227,Android_Russia
1518,2025-03-12,Kazakhstan,Ios,354,Ios_Kazakhstan
1519,2025-08-06,Kazakhstan,Ios,207,Ios_Kazakhstan
1520,2025-11-06,Russia,Android,115,Android_Russia
1521,2025-05-14,Belarus,Android,291,Android_Belarus
1522,2025-01-08,Kazakhstan,Ios,417,Ios_Kazakhstan
1523,2025-06-22,Russia,Ios,252,Ios_Russia
1524,2025-09-07,Belarus,Android,175,Android_Belarus
1525,2025-04-30,Russia,Android,305,Android_Russia
1526,2025-09-26,Russia,Android,156,Android_Russia
1527,2025-11-26,Russia,Ios,95,Ios_Russia
1528,2025-08-17,Belarus,Ios,196,Ios_Belarus
1529,2025-06-30,Kazakhstan,Ios,244,Ios_Kazakhstan
1530,2025-08-30,Belarus,Ios,183,Ios_Belarus
1531,2025-11-10,Kazakhstan,Ios,111,Ios_Kazakhstan
1532,2025-07-10,Russia,Ios,234,Ios_Russia
1533,2025-06-20,Kazakhstan,Ios,254,Ios_Kazakhstan
1534,2025-04-19,Belarus,Ios,316,Ios_Belarus
1535,2025-02-18,Belarus,Android,376,Android_Belarus
1536,2025-03-04,Kazakhstan,Android,362,Android_Kazakhstan
1537,2025-11-06,Belarus,Android,115,Android_Belarus
1538,2025-11-25,Kazakhstan,Android,96,Android_Kazakhstan
1539,2025-03-26,Belarus,Ios,340,Ios_Belarus
1540,2025-04-24,Kazakhstan,Android,311,Android_Kazakhstan
1541,2025-12-11,Belarus,Android,80,Android_Belarus
1542,2025-08-14,Belarus,Ios,199,Ios_Belarus
1543,2025-01-26,Kazakhstan,Ios,399,Ios_Kazakhstan
1544,2025-10-12,Kazakhstan,Android,140,Android_Kazakhstan
1545,2025-07-12,Kazakhstan,Android,232,Android_Kazakhstan
1546,2025-12-09,Belarus,Ios,82,Ios_Belarus
1547,2025-08-08,Belarus,Ios,205,Ios_Belarus
1548,2025-06-04,Belarus,Android,270,Android_Belarus
1549,2025-09-26,Belarus,Android,156,Android_Belarus
1550,2025-08-09,Russia,Android,204,Android_Russia
1551,2025-05-12,Kazakhstan,Ios,293,Ios_Kazakhstan
