event_id,user_id,event_type,product_id,event_time,session_id,experiment_group
8244,4524,app_open,36,2025-10-03,5590,A
8245,1007,add_to_cart,29,2025-10-17,4097,B
8246,645,purchase,38,2025-03-13,4243,A
8247,2789,app_open,169,2025-03-23,2244,B
8248,4144,app_open,87,2025-10-30,3359,B
8249,4278,add_to_cart,152,2025-06-02,13619,A
8250,533,app_open,85,2025-06-20,14509,A
8251,4364,add_to_cart,183,2025-01-22,7589,B
8252,1534,purchase,95,2025-08-30,5695,A
8253,1624,app_open,28,2025-03-12,19838,B
8254,326,view_product,105,2025-07-12,4145,A
8255,1304,app_open,182,2025-04-16,18218,A
8256,847,add_to_cart,23,2025-05-14,13585,B
8257,98,app_open,86,2025-04-08,15969,A
8258,2794,add_to_cart,177,2025-03-02,5782,A
8259,4233,app_open,109,2025-10-06,3627,A
8260,1574,view_product,150,2025-03-01,17666,B
8261,4973,add_to_cart,143,2025-06-28,1518,A
8262,2090,view_product,193,2025-06-30,17404,A
8263,1308,view_product,132,2025-02-15,17785,A
8264,4752,view_product,169,2025-08-21,18375,A
8265,3319,app_open,127,2025-03-03,18983,A
8266,403,app_open,148,2025-04-22,5322,B
8267,4758,purchase,44,2025-10-11,16447,B
8268,1904,purchase,80,2025-07-20,7985,A
8269,4428,app_open,192,2025-03-03,19878,B
8270,4750,view_product,89,2025-07-21,9897,A
8271,3729,app_open,75,2025-12-07,11822,A
8272,4531,app_open,83,2025-04-19,3607,B
8273,87,purchase,182,2025-03-25,9509,B
8274,1689,app_open,169,2025-09-26,8711,A
8275,791,app_open,154,2025-01-23,19391,A
8276,989,add_to_cart,102,2025-05-31,10646,B
8277,3982,app_open,163,2025-03-10,18571,B
8278,29,app_open,79,2025-01-30,9931,A
8279,2230,view_product,73,2025-01-20,13882,A
8280,3653,app_open,22,2025-04-15,1749,B
8281,1877,add_to_cart,123,2025-01-07,4940,A
8282,932,add_to_cart,196,2025-10-26,2540,A
8283,3642,view_product,17,2025-08-07,17677,B
8284,1064,app_open,34,2025-11-14,809,A
8285,79,app_open,176,2025-10-05,1098,A
8286,3383,view_product,32,2025-02-09,11625,A
8287,3238,app_open,16,2025-03-28,17885,A
8288,786,view_product,132,2025-10-06,11373,A
8289,4491,app_open,42,2025-07-10,16834,B
8290,4597,add_to_cart,63,2025-04-08,11776,B
8291,3119,view_product,10,2025-09-19,19900,A
8292,3049,app_open,128,2025-06-27,15014,A
8293,1773,app_open,193,2025-10-02,3131,A
8294,4408,view_product,10,2025-08-15,872,B
8295,3282,app_open,99,2025-12-17,6556,A
8296,4220,app_open,58,2025-09-22,11977,B
8297,1386,app_open,60,2025-03-07,11982,B
8298,3945,app_open,165,2025-07-27,19063,B
8299,3752,app_open,92,2025-08-07,13268,A
8300,2234,view_product,59,2025-01-12,18292,B
8301,568,view_product,163,2025-07-12,8395,B
8302,739,app_open,8,2025-09-02,3305,A
8303,3072,app_open,101,2025-09-29,5669,B
8304,3201,add_to_cart,112,2025-08-30,1431,A
8305,1447,app_open,29,2025-11-10,5342,B
8306,3479,add_to_cart,6,2025-04-05,15971,A
8307,89,view_product,156,2025-06-03,14456,B
8308,2643,purchase,128,2025-10-26,6887,A
8309,2798,view_product,59,2025-08-11,16905,A
8310,2432,app_open,69,2025-03-04,9928,B
8311,4308,purchase,138,2025-05-11,57,B
8312,327,app_open,157,2025-12-02,17172,B
8313,4957,view_product,137,2025-12-12,12498,B
8314,326,app_open,5,2025-12-24,7236,A
8315,822,purchase,173,2025-07-29,8651,A
8316,981,add_to_cart,100,2025-11-22,15964,B
8317,3540,view_product,125,2025-06-28,7031,A
8318,3373,view_product,184,2025-07-08,6215,A
8319,2989,add_to_cart,123,2025-12-14,13571,A
8320,683,add_to_cart,127,2025-02-04,715,A
8321,4506,app_open,37,2025-11-02,15607,B
8322,2161,view_product,127,2025-07-16,13640,B
8323,3628,view_product,167,2025-12-28,5044,A
8324,4479,view_product,162,2025-06-07,7878,A
8325,198,add_to_cart,130,2025-02-05,10968,A
8326,1107,add_to_cart,141,2025-09-21,1743,B
8327,3862,purchase,32,2025-09-22,15550,B
8328,3559,app_open,152,2025-05-19,13681,A
8329,3307,view_product,58,2025-10-09,17214,A
8330,975,app_open,27,2025-08-08,9520,A
8331,282,view_product,149,2025-06-15,13313,B
8332,353,app_open,139,2025-02-12,11076,A
8333,246,app_open,87,2025-08-20,19848,B
8334,1860,view_product,191,2025-09-08,12963,A
8335,1161,add_to_cart,60,2025-07-29,12585,B
8336,1347,add_to_cart,38,2025-06-26,14489,B
8337,4672,add_to_cart,20,2025-01-06,6374,A
8338,2930,view_product,2,2025-06-13,12268,A
8339,4948,purchase,40,2025-09-01,16910,A
8340,3920,add_to_cart,124,2025-05-25,9234,B
8341,3396,app_open,102,2025-11-26,12121,B
8342,1296,purchase,44,2025-01-29,8081,B
8343,3184,view_product,134,2025-08-21,19455,A
8344,2889,view_product,87,2025-09-03,3814,A
8345,752,app_open,46,2025-08-20,12859,A
8346,994,add_to_cart,39,2025-06-25,12964,A
8347,4983,purchase,176,2025-12-07,15941,A
8348,2073,add_to_cart,155,2025-11-29,11083,B
8349,1833,purchase,35,2025-09-03,6880,A
8350,946,view_product,72,2025-03-22,17097,A
8351,7,add_to_cart,182,2025-03-28,13075,B
8352,4208,view_product,120,2025-10-06,4379,A
8353,3498,view_product,34,2025-06-30,14111,B
8354,4858,view_product,160,2025-10-06,10721,B
8355,281,add_to_cart,37,2025-01-13,11624,A
8356,4003,app_open,129,2025-02-25,7046,B
8357,995,app_open,47,2025-08-03,6058,B
8358,3231,view_product,24,2025-07-10,9464,B
8359,3684,add_to_cart,114,2025-04-18,18136,B
8360,1219,view_product,119,2025-05-01,16797,A
8361,1714,view_product,50,2025-03-21,12562,B
8362,2532,view_product,87,2025-02-01,978,B
8363,3665,app_open,110,2025-01-28,14108,B
8364,4051,view_product,36,2025-05-31,13381,A
8365,3261,app_open,181,2025-08-16,388,B
8366,3450,view_product,136,2025-01-27,18962,B
8367,2741,view_product,93,2025-06-06,2665,A
8368,826,view_product,55,2025-09-01,4236,A
8369,1131,view_product,70,2025-07-13,5732,A
8370,3986,add_to_cart,15,2025-11-25,16298,A
8371,4396,view_product,86,2025-02-02,8826,A
8372,1131,app_open,163,2025-10-06,1478,B
8373,970,add_to_cart,16,2025-11-22,3486,A
8374,4738,view_product,46,2025-11-27,8654,B
8375,4555,add_to_cart,99,2025-06-30,7391,B
8376,664,view_product,177,2025-09-05,18696,B
8377,2676,view_product,123,2025-12-15,8712,A
8378,3320,add_to_cart,176,2025-02-19,17789,B
8379,2558,view_product,93,2025-03-19,17568,B
8380,3579,add_to_cart,118,2025-12-23,10959,B
8381,1116,app_open,145,2025-01-04,16850,B
8382,2526,view_product,140,2025-02-06,17439,B
8383,1990,purchase,86,2025-02-01,261,A
8384,3503,view_product,54,2025-08-10,8223,B
8385,1023,add_to_cart,138,2025-05-23,11059,B
8386,2569,view_product,185,2025-12-20,8513,B
8387,811,view_product,151,2025-03-16,45,B
8388,4955,app_open,111,2025-08-23,6159,A
8389,2627,app_open,24,2025-05-17,1064,A
8390,815,add_to_cart,175,2025-09-04,15967,A
8391,897,purchase,185,2025-03-01,3285,B
8392,251,add_to_cart,164,2025-09-22,9529,B
8393,83,app_open,123,2025-03-24,945,A
8394,862,view_product,53,2025-12-13,2916,B
8395,3294,view_product,195,2025-11-21,6123,A
8396,4981,view_product,23,2025-07-21,17627,A
8397,2848,add_to_cart,125,2025-12-11,15362,A
8398,708,view_product,109,2025-02-04,16793,B
8399,2770,add_to_cart,26,2025-12-07,1857,A
8400,653,app_open,40,2025-09-25,19104,B
8401,3212,view_product,17,2025-12-07,10197,B
8402,1870,purchase,94,2025-10-06,4488,A
8403,2365,app_open,195,2025-10-11,13375,B
8404,1641,app_open,96,2025-12-15,4949,A
8405,3450,app_open,110,2025-06-02,13576,B
8406,3154,view_product,79,2025-07-14,8720,B
8407,4841,purchase,107,2025-07-17,1157,A
8408,498,purchase,7,2025-02-01,12501,A
8409,1593,app_open,113,2025-03-21,13759,B
8410,3722,purchase,11,2025-06-24,12201,B
8411,1754,view_product,51,2025-09-14,1640,B
8412,3138,app_open,17,2025-07-03,19778,A
8413,3039,purchase,160,2025-05-28,8782,B
8414,2430,view_product,117,2025-12-12,18763,B
8415,4601,view_product,162,2025-05-11,18085,A
8416,4062,app_open,91,2025-04-18,2653,A
8417,1412,purchase,45,2025-09-07,15339,A
8418,4339,add_to_cart,114,2025-08-28,7437,A
8419,322,add_to_cart,34,2025-10-28,11698,A
8420,2490,view_product,3,2025-11-11,6015,A
8421,67,view_product,145,2025-01-18,12570,A
8422,1105,purchase,186,2025-12-25,9752,A
8423,3751,app_open,108,2025-10-05,12321,B
8424,1553,view_product,15,2025-03-16,4064,A
8425,1391,view_product,188,2025-06-02,18275,B
8426,1579,app_open,159,2025-07-26,18749,A
8427,2653,app_open,93,2025-10-26,9777,A
8428,1852,app_open,91,2025-04-20,18117,B
8429,4268,view_product,45,2025-03-05,333,A
8430,2476,app_open,13,2025-08-24,5114,A
8431,2454,app_open,64,2025-06-05,1963,A
8432,1741,purchase,54,2025-03-04,19757,B
8433,76,view_product,151,2025-11-26,14135,B
8434,4438,app_open,52,2025-03-24,8701,B
8435,2006,view_product,111,2025-03-08,6988,A
8436,2483,add_to_cart,25,2025-08-24,14766,B
8437,233,app_open,174,2025-04-14,9028,A
8438,2956,add_to_cart,87,2025-03-01,7464,B
8439,1618,add_to_cart,115,2025-05-09,3964,B
8440,3079,add_to_cart,17,2025-06-03,14626,B
8441,1104,view_product,33,2025-11-18,18504,B
8442,4551,view_product,31,2025-03-09,11790,B
8443,1732,view_product,179,2025-12-28,6356,B
8444,2135,app_open,129,2025-11-07,4103,A
8445,2201,app_open,45,2025-04-29,15518,B
8446,1562,add_to_cart,45,2025-12-30,95,A
8447,1816,purchase,108,2025-07-20,5345,B
8448,1892,add_to_cart,34,2025-09-05,4341,A
8449,2704,app_open,51,2025-10-01,10430,A
8450,2952,app_open,189,2025-05-31,6906,B
8451,118,purchase,198,2025-07-30,14345,B
8452,3806,view_product,21,2025-06-10,2739,A
8453,1691,app_open,148,2025-08-16,10185,B
8454,2460,view_product,79,2025-01-11,2030,A
8455,1935,view_product,69,2025-03-26,3258,A
8456,1239,app_open,131,2025-08-03,15020,A
8457,3909,view_product,51,2025-02-14,12791,B
8458,911,add_to_cart,181,2025-03-18,17684,A
8459,4442,app_open,8,2025-09-25,9152,A
8460,2561,app_open,63,2025-01-05,9189,B
8461,942,app_open,161,2025-03-18,14562,B
8462,1064,add_to_cart,110,2025-05-07,3995,A
8463,1194,view_product,103,2025-08-09,9708,A
8464,55,view_product,126,2025-03-19,9692,B
8465,3887,app_open,189,2025-11-14,27,A
8466,263,add_to_cart,112,2025-04-17,18677,B
8467,2519,view_product,97,2025-12-17,19509,A
8468,700,purchase,36,2025-07-18,11758,B
8469,1104,app_open,46,2025-02-04,12803,A
8470,2043,view_product,145,2025-07-27,17164,A
8471,4354,app_open,156,2025-11-29,242,B
8472,2046,purchase,41,2025-10-19,1580,A
8473,4185,app_open,84,2025-06-24,16367,B
8474,2545,app_open,193,2025-10-25,13125,A
8475,4863,app_open,197,2025-02-14,10456,A
8476,3267,view_product,193,2025-01-01,14696,A
8477,1857,add_to_cart,59,2025-05-22,18780,A
8478,4611,app_open,65,2025-02-22,3356,A
8479,810,app_open,126,2025-02-27,12253,A
8480,1058,app_open,75,2025-09-24,17740,A
8481,90,app_open,127,2025-07-08,13369,A
8482,2061,app_open,53,2025-05-25,12586,B
8483,771,app_open,42,2025-08-31,225,A
8484,3121,app_open,110,2025-05-18,5697,B
8485,4167,view_product,190,2025-05-09,94,A
8486,504,add_to_cart,132,2025-08-27,17886,B
8487,1426,app_open,162,2025-06-09,17699,A
8488,2571,view_product,167,2025-09-11,2407,A
8489,573,view_product,176,2025-05-07,17718,B
8490,3494,view_product,197,2025-07-16,3278,B
8491,614,add_to_cart,112,2025-04-16,10331,B
8492,3221,app_open,136,2025-07-23,1994,A
8493,3700,app_open,26,2025-10-05,16213,A
8494,3852,app_open,165,2025-06-06,249,B
8495,2133,view_product,133,2025-05-17,3628,B
8496,2189,app_open,99,2025-03-19,19926,A
8497,255,app_open,102,2025-08-04,6600,A
8498,4199,add_to_cart,71,2025-05-24,9903,A
8499,3827,view_product,55,2025-05-27,13261,B
8500,2409,view_product,84,2025-05-11,10601,A
8501,3410,app_open,52,2025-02-10,8564,B
8502,1537,app_open,104,2025-09-26,10468,B
8503,3778,view_product,117,2025-04-04,3265,B
8504,2222,view_product,155,2025-02-16,384,A
8505,1221,app_open,82,2025-06-04,11069,B
8506,2402,view_product,45,2025-02-28,7883,B
8507,1344,app_open,133,2025-05-22,18668,A
8508,4338,add_to_cart,29,2025-02-10,11640,A
8509,1863,app_open,148,2025-01-17,1005,A
8510,2022,app_open,133,2025-09-28,1019,B
8511,740,view_product,66,2025-11-07,14694,A
8512,4248,add_to_cart,180,2025-10-11,6643,A
8513,919,add_to_cart,110,2025-04-21,4045,A
8514,4067,view_product,189,2025-12-19,9700,A
8515,4933,add_to_cart,165,2025-12-08,4524,B
8516,956,app_open,189,2025-05-26,19591,B
8517,527,add_to_cart,172,2025-09-30,12677,B
8518,240,purchase,121,2025-01-25,2122,A
8519,1392,view_product,60,2025-08-25,5496,A
8520,1115,view_product,88,2025-07-12,3042,A
8521,612,app_open,59,2025-04-14,1848,B
8522,3645,app_open,104,2025-03-17,2294,A
8523,808,view_product,14,2025-04-19,13285,B
8524,4699,view_product,174,2025-02-05,4238,A
8525,1988,app_open,158,2025-09-13,9559,B
8526,4362,add_to_cart,44,2025-08-05,1255,A
8527,2651,app_open,9,2025-08-09,5359,B
8528,572,app_open,110,2025-08-24,5702,A
8529,3657,add_to_cart,43,2025-09-11,11943,B
8530,3604,app_open,128,2025-07-25,6141,A
8531,1657,view_product,68,2025-08-13,5549,A
8532,3429,view_product,51,2025-01-03,1935,B
8533,1404,add_to_cart,67,2025-07-31,4653,B
8534,761,app_open,74,2025-10-18,19474,B
8535,2540,add_to_cart,26,2025-08-07,12108,B
8536,4045,view_product,150,2025-10-29,4832,A
8537,3497,view_product,128,2025-12-01,16536,A
8538,2495,add_to_cart,118,2025-10-30,10575,B
8539,4052,app_open,47,2025-03-28,845,A
8540,1229,view_product,140,2025-08-13,7046,B
8541,1050,add_to_cart,27,2025-11-27,15096,A
8542,2500,app_open,7,2025-09-11,17696,B
8543,1262,add_to_cart,26,2025-05-06,7959,B
8544,2073,add_to_cart,80,2025-08-29,13434,A
8545,560,purchase,37,2025-11-11,210,B
8546,2910,add_to_cart,172,2025-05-14,19324,B
8547,4184,app_open,87,2025-06-15,8907,B
8548,914,add_to_cart,100,2025-11-21,6610,A
8549,3421,purchase,172,2025-02-26,3699,B
8550,2772,add_to_cart,157,2025-10-13,4580,A
8551,2857,app_open,187,2025-08-28,8824,A
8552,4646,view_product,96,2025-10-10,249,A
8553,2242,view_product,29,2025-01-28,14151,B
8554,4847,app_open,89,2025-12-03,13562,A
8555,647,purchase,93,2025-08-06,8846,A
8556,1688,add_to_cart,36,2025-06-30,604,A
8557,195,app_open,76,2025-08-15,18009,B
8558,1281,app_open,132,2025-08-26,4012,B
8559,2659,purchase,59,2025-01-13,19298,B
8560,690,app_open,165,2025-08-12,10905,B
8561,2947,app_open,147,2025-04-02,1357,A
8562,2325,view_product,74,2025-05-14,17854,B
8563,4031,view_product,113,2025-01-28,2361,A
8564,2375,app_open,60,2025-05-15,16306,B
8565,411,view_product,30,2025-04-01,13892,A
8566,177,add_to_cart,125,2025-03-18,3977,B
8567,2788,view_product,185,2025-04-06,1947,B
8568,4939,app_open,127,2025-06-26,276,B
8569,1861,app_open,50,2025-04-13,8972,A
8570,3844,app_open,144,2025-01-15,11907,B
8571,1677,view_product,126,2025-07-05,5230,B
8572,1238,purchase,110,2025-01-03,4141,B
8573,4741,view_product,174,2025-05-27,2977,B
8574,346,app_open,150,2025-02-17,3267,B
8575,1746,app_open,124,2025-06-15,66,A
8576,2070,add_to_cart,56,2025-08-19,14148,B
8577,205,add_to_cart,158,2025-12-26,5893,A
8578,750,app_open,34,2025-04-29,9364,B
8579,4679,app_open,24,2025-02-05,4938,B
8580,511,app_open,125,2025-10-07,6594,A
8581,3308,app_open,116,2025-03-29,18100,A
8582,981,view_product,11,2025-11-03,8957,B
8583,4992,app_open,38,2025-03-28,15913,B
8584,1182,app_open,165,2025-04-03,13257,B
8585,1294,view_product,41,2025-12-29,11990,B
8586,332,add_to_cart,193,2025-05-28,10838,A
8587,4362,add_to_cart,178,2025-03-10,10158,B
8588,1309,view_product,71,2025-12-31,17861,B
8589,3825,view_product,122,2025-10-18,16719,B
8590,4855,app_open,112,2025-09-14,7985,B
8591,2740,app_open,180,2025-09-05,11095,B
8592,4717,view_product,57,2025-09-11,3919,B
8593,1477,add_to_cart,122,2025-11-04,9367,A
8594,2337,add_to_cart,123,2025-07-30,17731,A
8595,2692,add_to_cart,72,2025-03-27,6161,B
8596,4329,app_open,84,2025-05-18,9276,B
8597,4963,view_product,170,2025-02-21,10965,B
8598,3131,view_product,83,2025-07-04,16214,A
8599,866,purchase,111,2025-07-05,8920,B
8600,47,add_to_cart,54,2025-07-28,9677,B
8601,3303,app_open,77,2025-09-22,16645,B
8602,4581,app_open,83,2025-10-30,5392,A
8603,1263,add_to_cart,139,2025-01-20,2031,B
8604,3552,add_to_cart,101,2025-04-21,14265,B
8605,4392,add_to_cart,91,2025-10-12,2160,A
8606,2677,view_product,186,2025-11-13,9146,B
8607,1064,view_product,129,2025-03-28,11203,B
8608,628,app_open,124,2025-11-16,18782,A
8609,2394,purchase,186,2025-03-30,596,A
8610,2306,view_product,27,2025-04-14,2158,B
8611,1228,view_product,137,2025-10-12,41,B
8612,2834,view_product,20,2025-12-05,14637,B
8613,3610,view_product,12,2025-04-14,1548,B
8614,3307,view_product,187,2025-02-03,11834,B
8615,884,app_open,94,2025-07-05,2152,B
8616,156,purchase,74,2025-12-16,5465,A
8617,3939,app_open,144,2025-11-01,14964,A
8618,3594,app_open,63,2025-08-05,17914,B
8619,1148,add_to_cart,144,2025-11-11,2330,A
8620,2653,app_open,159,2025-09-25,4972,A
8621,4006,view_product,103,2025-12-21,9314,B
8622,3510,view_product,140,2025-07-20,13274,B
8623,3036,view_product,27,2025-04-15,6025,A
8624,1304,view_product,53,2025-06-13,15123,A
8625,4427,app_open,49,2025-12-27,3387,A
8626,1771,app_open,92,2025-12-26,19233,A
8627,4344,app_open,179,2025-07-12,270,A
8628,1419,view_product,153,2025-07-20,19750,B
8629,325,purchase,119,2025-12-21,15336,B
8630,4433,app_open,15,2025-06-02,3484,A
8631,3505,app_open,7,2025-03-14,6197,B
8632,3607,app_open,43,2025-04-09,12544,A
8633,1916,app_open,128,2025-04-04,15811,A
8634,3597,app_open,77,2025-06-10,18088,A
8635,3193,add_to_cart,81,2025-07-15,5582,A
8636,1044,view_product,154,2025-03-26,17185,B
8637,1908,app_open,32,2025-05-07,14717,B
8638,1877,view_product,75,2025-03-19,19004,B
8639,2317,app_open,62,2025-02-26,10067,B
8640,1187,view_product,145,2025-12-25,14832,A
8641,2671,view_product,69,2025-04-23,5692,B
8642,2401,view_product,58,2025-05-11,6657,A
8643,856,app_open,100,2025-02-07,19354,A
8644,894,add_to_cart,18,2025-08-04,6645,B
8645,4326,view_product,96,2025-03-22,12334,B
8646,2161,view_product,34,2025-06-10,3183,A
8647,2206,view_product,107,2025-02-02,11432,A
8648,2344,app_open,19,2025-09-01,6702,B
8649,3645,purchase,197,2025-05-17,12854,B
8650,1179,view_product,146,2025-08-19,11902,A
8651,3764,app_open,12,2025-06-19,15372,B
8652,991,app_open,33,2025-01-04,5120,B
8653,3220,app_open,15,2025-07-17,13266,B
8654,4048,add_to_cart,177,2025-10-25,8546,B
8655,3242,purchase,153,2025-08-28,17407,B
8656,3565,app_open,136,2025-09-30,4377,A
8657,4244,app_open,169,2025-11-29,18495,B
8658,897,view_product,163,2025-06-05,2290,A
8659,2639,add_to_cart,147,2025-02-25,18768,A
8660,1772,purchase,31,2025-04-14,15807,A
8661,2298,app_open,175,2025-07-02,8892,A
8662,3778,app_open,150,2025-03-23,7964,A
8663,121,add_to_cart,107,2025-03-02,16321,A
8664,4287,add_to_cart,100,2025-03-18,11110,B
8665,145,purchase,79,2025-07-14,13291,B
8666,4276,add_to_cart,189,2025-08-30,9851,A
8667,76,app_open,121,2025-11-11,10824,A
8668,4374,add_to_cart,193,2025-02-06,2540,B
8669,1399,view_product,127,2025-09-29,7181,B
8670,2483,app_open,75,2025-11-04,16986,A
8671,2326,app_open,29,2025-10-21,15650,B
8672,84,app_open,196,2025-07-09,11552,B
8673,3648,app_open,175,2025-04-26,19340,B
8674,1692,view_product,97,2025-04-10,10288,B
8675,4888,app_open,41,2025-08-03,15476,A
8676,1955,purchase,28,2025-02-13,19003,A
8677,3942,view_product,88,2025-11-21,9602,A
8678,538,app_open,93,2025-05-08,12564,B
8679,3461,add_to_cart,193,2025-07-29,18251,B
8680,1435,app_open,14,2025-05-10,17344,A
8681,3329,add_to_cart,188,2025-06-09,948,B
8682,4795,view_product,28,2025-01-12,15755,B
8683,4069,add_to_cart,131,2025-08-08,9713,A
8684,3158,app_open,163,2025-07-05,16311,A
8685,2813,add_to_cart,62,2025-11-20,4915,A
8686,362,view_product,154,2025-04-16,12313,A
8687,1448,view_product,51,2025-07-01,8853,A
8688,1674,view_product,147,2025-05-25,19439,B
8689,4296,app_open,133,2025-08-02,6920,A
8690,2762,view_product,79,2025-02-20,5231,A
8691,2072,view_product,100,2025-02-15,5610,A
8692,4791,purchase,8,2025-12-06,7817,B
8693,4686,add_to_cart,69,2025-05-28,11341,B
8694,1139,add_to_cart,90,2025-03-28,2155,B
8695,2872,app_open,37,2025-07-22,8742,A
8696,4057,view_product,61,2025-05-31,7235,B
8697,669,add_to_cart,63,2025-07-23,17928,A
8698,3251,purchase,95,2025-03-22,8709,A
8699,4015,app_open,41,2025-01-09,10380,B
8700,4203,app_open,120,2025-07-13,5926,A
8701,3242,app_open,22,2025-12-23,6247,A
8702,1205,app_open,49,2025-05-02,14270,A
8703,4398,app_open,76,2025-10-16,8360,B
8704,3403,view_product,176,2025-03-22,11218,B
8705,1575,view_product,61,2025-02-07,17384,A
8706,4511,view_product,58,2025-06-11,16281,A
8707,3108,view_product,200,2025-08-28,12453,A
8708,4393,view_product,175,2025-09-09,18223,A
8709,1040,purchase,27,2025-07-08,14362,A
8710,1241,app_open,76,2025-08-13,9063,B
8711,182,view_product,97,2025-02-27,16631,A
8712,2084,app_open,36,2025-12-31,5603,B
8713,1634,app_open,132,2025-04-28,11777,A
8714,3115,app_open,56,2025-07-11,5908,A
8715,2860,view_product,179,2025-11-25,11894,B
8716,1078,add_to_cart,145,2025-06-05,14200,B
8717,4363,app_open,31,2025-07-29,4260,A
8718,3983,purchase,184,2025-07-17,8966,B
8719,1758,add_to_cart,25,2025-01-04,5640,A
8720,3714,view_product,162,2025-07-11,7507,A
8721,4608,app_open,173,2025-02-04,15082,B
8722,2026,view_product,84,2025-01-16,15243,B
8723,4776,app_open,173,2025-03-28,7122,A
8724,4089,app_open,198,2025-05-05,17970,A
8725,2852,add_to_cart,56,2025-12-11,18010,A
8726,2273,add_to_cart,142,2025-02-13,17395,B
8727,620,add_to_cart,53,2025-09-07,18928,B
8728,1223,app_open,25,2025-07-03,2885,A
8729,1299,view_product,99,2025-05-30,2251,B
8730,535,view_product,66,2025-02-16,17867,B
8731,3253,add_to_cart,100,2025-10-02,18341,A
8732,108,purchase,92,2025-05-22,14752,A
8733,3469,view_product,107,2025-10-17,17701,B
8734,4875,app_open,152,2025-03-05,6107,A
8735,4362,view_product,121,2025-05-28,1117,A
8736,2072,view_product,170,2025-10-28,3523,B
8737,4516,app_open,140,2025-12-21,13831,A
8738,3977,view_product,181,2025-03-27,2515,A
8739,1543,app_open,129,2025-12-26,17852,B
8740,3813,app_open,22,2025-09-21,5765,A
8741,4220,add_to_cart,185,2025-08-11,366,B
8742,639,app_open,23,2025-11-04,14650,B
8743,4933,app_open,44,2025-05-02,8351,B
8744,4704,add_to_cart,110,2025-05-18,15329,A
8745,628,app_open,68,2025-08-30,2045,B
8746,166,add_to_cart,48,2025-12-31,2821,B
8747,2381,app_open,78,2025-04-19,15528,B
8748,3436,app_open,15,2025-12-19,957,A
8749,992,app_open,91,2025-03-19,1036,B
8750,1870,view_product,143,2025-02-24,19219,A
8751,3984,purchase,69,2025-02-26,10990,A
8752,618,purchase,24,2025-06-04,17548,A
8753,3587,app_open,93,2025-02-10,8902,B
8754,976,view_product,29,2025-06-06,4319,A
8755,1917,app_open,72,2025-12-20,16866,A
8756,1850,view_product,85,2025-02-04,11425,B
8757,275,add_to_cart,3,2025-08-08,3240,B
8758,4987,app_open,44,2025-01-19,15823,A
8759,4085,app_open,61,2025-02-24,9606,A
8760,851,add_to_cart,109,2025-02-07,15006,A
8761,2626,view_product,120,2025-03-07,11185,A
8762,4057,app_open,156,2025-11-28,8447,A
8763,3798,app_open,112,2025-02-02,13389,B
8764,1013,purchase,99,2025-06-28,4388,A
8765,2112,add_to_cart,177,2025-06-24,5172,A
8766,1024,view_product,56,2025-02-22,10004,A
8767,4478,app_open,79,2025-09-01,10011,A
8768,1450,view_product,185,2025-10-25,9414,A
8769,2839,add_to_cart,192,2025-05-25,1875,A
8770,2734,app_open,141,2025-05-12,19965,A
8771,4316,view_product,172,2025-04-04,6305,A
8772,776,view_product,94,2025-01-21,16501,A
8773,1107,view_product,192,2025-08-22,6703,A
8774,588,app_open,55,2025-12-19,1650,A
8775,3761,app_open,177,2025-11-20,5452,B
8776,4189,purchase,87,2025-10-26,8035,B
8777,4414,app_open,44,2025-07-29,16129,A
8778,1205,app_open,39,2025-01-22,11269,A
8779,3932,app_open,91,2025-04-08,740,A
8780,2218,add_to_cart,36,2025-12-29,3935,B
8781,3799,app_open,81,2025-12-12,17535,A
8782,4874,app_open,20,2025-10-18,6163,A
8783,2096,purchase,14,2025-03-01,11411,A
8784,1861,add_to_cart,97,2025-05-07,7272,B
8785,199,app_open,191,2025-06-08,18605,B
8786,2879,view_product,196,2025-03-08,17764,A
8787,4661,app_open,127,2025-03-06,18285,B
8788,240,app_open,116,2025-07-03,2755,B
8789,4254,app_open,183,2025-09-17,19406,A
8790,3303,view_product,107,2025-07-03,1249,A
8791,3052,app_open,174,2025-08-21,12364,A
8792,1082,add_to_cart,2,2025-01-08,6908,A
8793,4944,purchase,84,2025-03-07,12624,A
8794,3540,app_open,68,2025-09-18,12029,A
8795,3717,view_product,33,2025-03-22,1066,B
8796,609,app_open,71,2025-10-03,15805,A
8797,87,view_product,200,2025-03-05,19724,A
8798,4758,add_to_cart,101,2025-04-04,10159,B
8799,85,app_open,197,2025-02-02,6138,B
8800,1296,app_open,172,2025-04-16,10430,A
8801,2247,app_open,14,2025-11-18,1374,A
8802,241,app_open,97,2025-05-26,18760,B
8803,3852,view_product,166,2025-10-02,16,B
8804,207,purchase,65,2025-12-09,10032,B
8805,3069,add_to_cart,191,2025-01-13,14356,A
8806,2255,purchase,60,2025-08-08,13662,B
8807,991,app_open,176,2025-11-18,15079,A
8808,2141,app_open,47,2025-05-06,3426,B
8809,1626,app_open,132,2025-05-26,6980,A
8810,4899,app_open,128,2025-04-30,13030,A
8811,1946,app_open,145,2025-11-14,7120,B
8812,140,view_product,44,2025-08-20,10563,B
8813,3037,app_open,41,2025-10-25,10286,A
8814,2502,app_open,186,2025-04-17,811,B
8815,3863,view_product,117,2025-12-21,13570,B
8816,3153,add_to_cart,31,2025-07-16,5659,A
8817,143,view_product,155,2025-07-27,18466,B
